Name,Rating,Location
Nostrum,4.3,"Via Laietana, 33"
El Boliche del Gordo Cabrera,3.9,"Carrer del Consell de Cent, 338"
Papitu,3.5,"Passatge de la Virreina, 1"
Maur,4.1,"Calle Comte D'Urgell, 9"
Belmonte,4.8,"Carre de la Mercè, 29"
Cosmo,4.2,"Carrer d'Enric Granados, 3"
Golfo de Bizkaia Born,4.2,"Carrer de la Vidrieria, 12"
La Cuina d' en Garriga,3.9,"Carrer de Consell de Cent, 308"
Azul Frida,4.8,"Carrer del Pintor Fortuny, 24"
Polaroid,4.1,"Carrer dels Còdols, 29"
La Gambeta,4.2,"Carrer de la Fusina, 3"
Sauvage,4.8,"Passeig del Born, 13"
Pirineus,3.9,"Carrer Duran i Bas, 3"
Chen Ji,4.0,"Carrer d'Ali Bei, 65"
MariscCo,3.2,"Plaça Reial, 8"
Bar Con Gracia,4.0,
Pasta Market,4.3,"La Rambla, 77"
Zim,4.7,"Carrer de la Dagueria, 20"
Agut,4.1,"Carrer d'en Gignàs, 16"
Orvay,4.3,"Passeig del Born, 4"
Dr. Stravinsky,4.3,"Carrer dels Mirallers, 5"
Louro,4.8,"Rambla dels Caputxins, 37"
Plaça Catalunya,3.9,"Plaça de Catalunya, s/n"
Machete,4.6,"Carrer Ample, 20"
Café Silenus,4.2,"Carrer dels Àngels, 8"
L'Hortet,4.0,"Carrer de Pintor Fortuny, 32"
Tapa Tapa,2.9,"Passeig de Gràcia, 44"
Flax & Kale,5.0,"Carrer de Sant Pere Més Alt, 31-33"
Aromas de Istanbul,3.1,"Les Rambles, 129"
Holly's Ice Cream,4.3,"Carrer de la Canuda, 13"
Museu Frederic Marès,3.7,"Plaça de Sant Iu, 5"
Jazz Sí Club,4.5,"Carrer de Requesens, 2"
The George Payne,3.3,"Plaça d'Urquinaona, 5"
La Whiskeria,4.7,"Carrer de les Sitges, 3"
Can Pescallunes,4.8,"Carrer de les Magdalenes, 23"
Llop,3.8,"Carrer del Carme, 42"
33/45,4.0,"Carrer de Joaquín Costa, 4"
Creps Barcelona,4.4,"Rambla de Catalunya, 40"
Buon Appetito,4.3,"Avinguda Marquès de l'Argentera, 19"
Punch Room Barcelona,5.0,"Avinguda De Francesc Cambó, 14"
Sésamo,4.6,"Carrer de Sant Antoni Abat, 52"
Swiit Ice Cream,5.0,"Baixada de Viladecols, 2"
Blau Cucina e Caffé,4.1,"Carrer de Freixures, 5"
La Llavor dels Orígens,3.9,"Carrer de la Vidrieria, 6-8"
Irish Pub Temple Bar,3.9,"Carrer de Ferran, 6"
Cinco Jotas,4.2,"Rambla de  Catalunya, 91"
Disset 17 Graus,4.9,"Carrer Antic de Sant Joan, 3"
Vinitus Germà Petit,4.8,"Carrer d'Aragó, 282"
McCarthy's,4.7,"Via Laietana, 44"
Takumi Ramen,4.5,"Carrer de Balmes, 59"
L'Oliva,4.1,"Carrer de Jovellanos, 2"
Bar Sant Pere,4.7,"Carrer de Sant Pere Més Alt, 28"
Museu de L'Erotica,3.3,"Carrer de La Rambla, 96"
Amigó Cascarilles,3.8,"Carrer de Tamarit, 181"
Pans & Company,2.9,"Avinguda del Portal de l'Àngel, 2"
El Rabipelao,4.1,"Carrer de la Riera Alta, 50"
Fernando,3.5,"Carrer Ferran, 31"
Fil Manila,3.8,Carrer de les Ramelleres 3
Caribbean Club,4.8,"Carrer de les Sitges, 5"
La Colosal,4.3,"Rambla de Catalunya, 23"
Murivecchi,4.0,"Carrer de la Princesa, 59"
Las Sorrentinas,4.5,"Plaça de Sant Pere, 5"
Ale&Hop,4.3,"Carrer de les Basses de Sant Pere, 10"
Giorgio,4.3,"Carrer Ausias Marc, 3"
Imperfecto36,5.0,"Carrer de la Mercè, 36"
Brunells,4.2,"Carrer de la Princesa, 22"
Iposa,4.2,"Carrer de les Floristes de la Rambla, 14"
Sweet Gaufre,4.0,"La Rambla, 83"
Rincón de Aragón,4.4,Carrer del  Carme 28
Margarita Blue,3.8,"Carrer Josep Anselm Clavé, 6"
Opera Samfaina,3.9,"La Rambla, 51-59"
Numeronueve,4.8,"Carrer  Vidreria, 9"
Starbucks,3.7,"Carrer de Pelai, 13-39 (Triangle Shopping Center)"
Grill Room Bar Thonet,4.2,"Carrer dels Escudellers, 8"
Oassis Natural Cooking,4.0,"Passeig de Gràcia, 24"
Mimi Tapas Restaurant,4.3,"Carrer del Cardenal Casañas, 6"
Buenas Migas,4.3,"Carrer Mallorca, 246"
9 Granados,4.2,"Carrer d'Enric Granados, 9"
Mistral Forn,4.3,"Ronda de Sant Antoni, 96"
Taperia Princesa,4.0,"Carrer de la Princesa, 20"
Ramen House,4.3,"Gran Via De Les Corts Catalanes, 682"
Pizza Pazza,4.1,"Carrer Ample, 44"
Pizzería Focacceria Toscana,4.3,"Carrer de Ferran, 41"
PaTapas,2.9,"Plaça de Sant Josep Oriol, 2"
Zelig,4.3,"Carrer del Carme, 116"
La Taverna de L'Eixample,4.0,"Gran Via de les Corts Catalanes, 688"
L'Antic Forn,3.9,"Carrer del Pintor Fortuny, 28"
Colom,3.5,"Carrer dels Escudellers, 33"
Telefèric El Born,4.2,"Plaça de Jacint Reventós, s/n"
365,3.7,"Avenida Francesc Cambo,15"
Valentín,4.5,"Carrer de la Diputació, 301"
El Born,3.9,"Passeig del Born, 26"
Beirut,4.6,"Carrer Josep Anselm Clavé, 9"
Sirvent,4.3,"Carrer del Parlament, 56"
MACBA - Museu d'Art Contemporani de Barcelona,3.6,"Plaça dels Àngels, 1"
Bar Celta,4.4,"Carrer de Simó Oller, 3"
Mahatma Gandhi Restaurante,3.8,"Carrer de Balmes, 21"
Forn Boix,4.4,"Carrer de l'Hospital, 20"
Pura Brasa,3.5,"Rambla Catalunya, 13"
The Bollocks,4.2,"Carrer Ample, 46"
Lateral,3.9,"Carrer del Consell de Cent, 329"
Compostela,3.9,"Carrer de Ferran, 30"
Croissanterie del Pi,4.4,"Carrer del Pi, 14"
La Hacienda,4.5,"Carrer de la Princesa, 23"
Museo Marittimo,3.0,
Tast-Ller [15 Loft],5.0,"Carrer d'Obradors, 15"
Bilbao Berria,4.0,"Carrer Argenteria, 6"
Telekommunikationsturm,1.0,
Mendizábal,4.3,"Carrer de la Junta de Comerç, 2"
Arcangelo Burger Restaurant,3.4,Carrer Doctor Joaquim Pou 1
Les Dues Sicilies,4.9,"Carrer dels Carders, 20"
Terra Blava,3.3,"Via Laietana, 55"
Gocce Di Latte,4.7,"Plà del Palau, 4"
Buenaventura,4.6,"Carrer de Trafalgar, 50"
Mag by El Magnifico,4.9,"Carrer de Grunyí, 10"
Casa Gispert,4.5,"Carrer dels Sombrerers, 23"
Mastica,5.0,"Carrer del Carme, 40"
Distrito V,4.9,"Rambla del Raval, 15"
Mercè Vins,4.7,"Carrer d'Amargós, 1"
100 Montaditos,3.8,"Rambla de Catalunya, 17-27"
Tonkotsu,4.0,Carrer de València 290
Santa Clara,4.5,"Carrer de la Llibreteria, 21"
Rokelin,4.4,"Carrer Compte d'Urgell, 7"
Cassette Bar,4.6,"Carrer de l'Est, 11"
Vegan Bowls,4.8,"Carrer del Enric Granados, 145"
Belushi's,3.4,"Carrer de Bergara, 3"
Feng Wei,5.0,"Carrer del Carme, 9"
ORIO BCN Born,2.9,"Av. de Francesc Cambó, 23"
La Virreina,4.0,"La Rambla, 99"
McDonald's,3.5,"Ronda de Sant Pere, 3"
Patxoca,4.0,"Carrer dels Mercaders, 28"
Hawker 45,4.6,"Carrer de Casp, 45"
Mirilla,4.6,"Carrer del Regomir, 16"
Satan's Coffee Corner,3.9,"Gran Via de Les Corts Catalanes, 700"
Tapa Fina,2.0,"Plaza del Ángel, 5"
Babula,4.9,"Carrer de Pau Claris, 139"
La Granja 1872,3.6,"Carrer dels Banys Nous, 4"
Caramba,4.1,"Carrer de la Cera, 57"
Le Bouchon,4.3,Hotel Mercer
Que Pasta!,3.4,"Carrer de Canuda, 25"
Casa Pascual,4.1,"Pas de Sota Muralla, 7"
Arc de Triomf,4.1,"Passeig de Sant Joan, s/n"
My Bar,4.4,"Carrer de Ferran, 8"
Aguelo013,3.7,"Carrer de Avinyó, 37"
Artesans,4.1,"Carrer de I'Esparteria, 10"
Gaudí Exhibition Center,4.3,"Pla de la Seu, 7"
Direkte Boqueria,4.3,"Carrer de les Cabres, 13"
La Pomarada,4.0,"Passeig de Gràcia, 78"
La Concha Barcelona,4.6,"Carrer de Guàrdia, 14"
Wild Beef,3.9,"Carrer de la Diputació, 214"
Dunkin Coffee,3.1,"Rambla Sant Josep, 89"
Pax 49,4.8,"Carrer del Rec, 49"
Tostaderos Bon Mercat,4.5,"Baixada de la Llibreteria, 1-3"
Miu,3.5,"Carrer de València, 249"
Buenas Migas,3.9,"Plaça Universitat, 1"
Gelarto Rosa,5.0,"Carrer de la Tapineria, 6"
Via Sepulcral Romana,4.5,"Plaza de la Vila de Madrid, s/n"
100 Montaditos,3.6,"Plaça Urquinaona, 1"
Eat Caribbean,4.7,"Calle Montserrat, 4"
Gallo Nero,4.6,"Carrer de Jaume I, 3"
El Camino,4.4,"Carrer de Roger de Llúria, 24"
El Glop Braseria,4.0,"Carrer de Casp, 21"
Pizza Concept,4.5,"Carrer del Fonollar, 2"
Mediamanga,4.8,"Carrer d'Aribau, 13"
Guzzo,3.9,"Plaza Comercial, 10"
Pans & Company,4.3,"Plaça Urquinaona, 12-13"
Casa Vives,4.7,"Rambla de Catalunya, 58"
Bankers Bar,4.8,"Passeig de Gràcia, 38"
La Gavina,2.9,"Plaça Pau Vila, 1"
Pans & Company,3.7,"Plaça de Sant Jaume, 6"
Laie CCCB,4.3,"Carrer de Montalegre, 5"
El Paraigua,3.6,"Carrer del Pas de l'Ensenyança, 2"
Cal Robert,5.0,"Carrer de Requesens, 7"
La Torna,4.1,Mercat de Santa Caterina
Veggie Garden,4.2,"Gran Via de les Corts Catalans, 602"
La Foga,3.4,"Passeig de Sant Joan, 32"
Palosanto Bar,4.3,"Rambla del Raval, 26"
La Llibertária,3.9,"Carrer dels Tallers, 48"
Ginger,3.9,"Carrer de la Palma de Sant Just, 1"
Coffee Casa,4.8,"Carrer Carders, 25"
El Club de la Hamburguesa,3.6,"Carrer de Valldonzella, 3"
Nevermind,4.4,"Carrer d'Escudellers Blancs, 3"
Downtown,4.0,"Carrer de n'Amargós, 13"
Cullera de Boix,3.3,"Ronda Sant Pere, 24"
Moaz Vegetarian,4.8,"Carrer De Ferran, 11"
La Campana,4.3,"Carrer de la Princesa, 36"
Els Sortidors del Parlament,4.3,"Carrer del Parlament, 53"
Koma,4.4,"Ronda de Sant Pere, 7"
Cantinho Brasileiro,4.8,"Carrer Ample, 43"
MásQMenos,3.7,"Rambla de Catalunya, 46"
Señor Piña,5.0,"Carrer de la Boquería, 21"
El Magnífico,4.5,"Carrer de l'Argenteria, 64"
Kino,4.0,"Carrer Ferlandina, 23"
El Drapaire de la Cervesa Artesana,3.8,"Carrer de Sitges, 11"
Plaza de Sant Felip Neri,5.0,"Plaça de Sant Felip Neri, 1"
Planelles Donat,4.0,"Carrer de Cucurulla, 9"
Marula Café,3.9,"Carrer dels Escudellers, 49"
Casa Almirall,4.1,"Carrer de Joaquín Costa, 33"
Bliss,4.2,"Plaça de Sant Just, 4"
Green Spot,4.1,"Carrer de la Reina Cristina, 12"
Funky Bakers,4.6,"Passeig del Born, 10"
La Taverna de Barcelona,3.8,"Ronda de la Universitat, 37"
Tarannà,3.7,"Carrer Viladomat, 23"
Set de Born,4.1,"Carrer de l'Esparteria, 7"
Ascent,5.0,"Carrer dels Arcs, 10"
Breik,4.7,"Carrer dels Tallers, 72"
Museu de la Xocolata,3.7,"Carrer del Comerç, 36"
Cactus Bar,4.2,"Passeig del Born, 30"
Nova Montserratina,5.0,"Carrer de la Portaferrissa, 13"
Al Passatore,3.7,"Pla de Palau, 11"
Bouzu,4.4,"Ronda de Sant Antoni, 26"
Divinus,2.7,"Passeig de Gracia, 28"
La Gardunya,3.5,"Carrer de Jerusalem, 18"
La Vinya del Senyor,4.2,"Plaça de Santa Maria, 5"
Penny Banger,4.4,"Carre Ample, 35"
Paelleria,2.9,"Plaça d'Urquinaona, 14"
La Concha,3.8,"Carrer dels Escudellers, 40"
Chalito,4.1,"Rambla de Catalunya, 12"
Koki Cream,5.0,"Carrer d'En Bot, 4"
Mesón del Café,3.9,"Carrer de la Llibreteria, 16"
Glaciar,3.9,"Plaça Reial, 3"
Diván,3.8,"Carrer del Bonsuccés, 4"
Matis Bar,3.0,"Plaça Nova, 5"
Laie,4.0,"Carrer de Pau Claris, 85"
Salsalada,1.7,"La Rambla, 87"
Bodega Biarritz,4.3,"Carrer Nou De Sant Francesc, 7"
Il Caffe di Francesco,3.8,"Carrer Consell de Cent, 347"
Wok to Walk,4.0,"Carrer de Sant Pau, 27"
La Perla Nera,3.6,"Via Laietana, 32-43"
Sirvent Barcelona,4.4,"Ronda Sant Pau, 67"
Cafetería del Palau de la Música,4.0,"Carrer de Sant Pere Més Alt, 1"
Running Tours Barcelona,5.0,"Gran Via de les Cortes Catalanes, 592"
Cent Focs,3.5,"Carrer de Balmes, 16"
La Ventana,4.0,"Carrer del Doctor Joaquim Pou, 2"
Tapa de China,4.1,"Passatge de Sant Benet, 9"
Antiga Sinagoga Major de Barcelona,4.8,"Carrer de Marlet, 5"
Hugo Restaurante,4.6,"Carrer de Rec Comtal, 6"
Lulu,4.4,"Avenida Marques de la  l'Argentera, 7"
Terrazza Ravello,4.7,"Plaza Pau Vila, 1"
La Tinaja,4.3,"Carrer de l'Esparteria, 9"
Bruc33,3.6,"Carrer del Bruc, 33"
La Clandestina,3.8,"Baixada de Viladecols, 2"
Sunrise Doner,4.6,"Plaça de la Llana, 13"
Clóset,4.8,"Carrer de l'hospital, 157"
Pura Tapa,2.8,"La Rambla, 103"
Trobador,3.0,"Rambla de Catalunya, 2"
Cervantes,4.6,"Carrer de Cervantes, 7"
Quixote,5.0,"Carrer del Consell de Cent, 314"
Santoni,4.5,"Ronda de Sant Antoni, 63"
Dino's Gelato Italiano,3.9,"Calle de Ferran, 27"
Restaurante Catedral,3.3,Hotel Colón
Tea Shop,4.3,"Plaça de Catalunya, 1"
Bar L'Univers,4.0,"Avinguda Francesc Cambó,16"
Sushiya 2,3.7,"Carrer del Cometa, 3"
Bonavida,4.2,"Carrer de Casp, 22"
Espai Mallorca,5.0,"Plaça Vicenç Martorell, 1-2"
Mamy Ildy,3.6,"Carrer de Floridablanca, 148"
Metropolitan Cafe,5.0,"Carrer dels Tallers, 14"
Casa Agustí,4.1,"Carrer de Bergara, 5"
Buenas Migas,4.3,"Plaça Catalunya, 1-4"
Rodrigo,4.1,"Carrer de l'Argenteria, 67"
La Candela,3.9,"Plaça de Sant Pere, 12"
Parroquia Santa Ana,5.0,"C Rivadeneyra, 3"
Spritz,4.2,"Carrer de la Tapineria, 4"
Pummarola,4.8,"Ronda de Sant Pau, 59"
El Barón,5.0,"Carrer Correu Vell, 10"
Barcelona Beer Company,3.9,"Carrer de Muntaner, 7"
L'Aquàrium Barcelona,3.3,"Moll d'Espanya, s/n"
Los Hermanos,4.5,"Carrer de Villarroel, 26"
Cacao Sampaka,4.0,"Carrer del Consell de Cent, 292"
Costa Pacífico,4.3,"Plaça de Sant Agustí Vell, 13"
Giovanni,3.9,"Carrer de l'Argenteria, 55"
Mirinda,3.6,"Carrer d'en Xuclà, 7"
Norte,4.2,"Carrer de la Diputació, 321"
Buoni e Cattivi,3.5,"Carrer Amargós, 13"
Can Vilaró,4.3,"Carrer Compte Borrell, 61"
Dans le Noir?,3.9,"Passeig de Picasso, 10"
Doña Rosa,4.6,"Carrer de Ferlandina, 27"
La Dentellière,4.3,"Carrer Ample, 26"
Somnia,5.0,"Calle Montserrat, 13"
Opium,2.9,"Carrer del Duc, 8"
Café del Hotel Suizo,3.8,"Plaça de l'Àngel, 12"
El Mos,3.5,"Carrer de Santa Anna, 19"
La Pachuca,4.8,"Carrer d'en Carabassa, 19"
Kasparo,3.3,"Plaça de Vicenç Martorell, 4"
Buenas Migas,4.5,"Ronda de Sant Pere, 27"
Pizza Circus,4.4,"Carrer Nou de la Rambla, 40"
Angel,4.8,"Carrer Ocata, 2"
Restaurante del Hotel La Ciudadela,4.3,"Passeig de Lluís Companys, 2"
La Tagliatella,3.9,"Carrer d'Ausiàs Marc, 7"
Madame Jasmine,4.7,"Rambla del Raval, 22"
Sub Rosa,4.4,"Carrer d'en Rauric, 23"
Sifó,3.9,"Carrer d'Espalter, 4"
Magatzem Escolà,4.9,"Carrer Comercial, 13"
La Burness,4.9,"Carrer d'Avinyó, 40"
Bar Joan,4.5,"Carrer d'en Giralt el Pellisser, 2"
Al Punt,3.8,"Carrer de Girona, 51"
Bar Fidel,4.5,"Carrer de Ferlandina, 24"
La Porta Ferrissa,4.0,"Carrer de la Portaferrissa, 5"
Aromas de Istanbul,2.7,"Les Rambles, 67"
El Callejon,4.0,"Carrer Ample, 33"
Avenida Palace,3.5,"Calle Gran Via de Les Corts Catalanes, 605"
Gelateria Palau,4.5,"Carrer de Sant Pere Més Alt, 14"
Shaq Shuq,4.1,"Carrer de Ferran, 15"
El Glop,3.4,"Rambla de Catalunya, 65"
Ginette,5.0,"Carrer del Rec Comtal, 12"
Mazah,3.9,"Gran Via de les Corts Catalanes, 618"
Vitae,4.0,"Carrer Baixada de Sant Miguel, 6"
Udon,3.0,"Carrer dels Tallers, 69"
Bo de Gracia,4.0,"Carrer de la Diputació, 269"
Café Sabor,4.5,"Carrer de la Barra de Ferro, 7"
Can Lluis,4.1,"Carrer De La Cera, 49"
Buenas Migas,3.6,"Baixada de Santa Clara, 2"
Made in Sicily,4.3,"Carrer dels Escudellers, 35"
El Fornet,3.9,"Carrer d'Aragó, 284"
Ferran,2.9,"Carrer de Ferran, 24-26"
Navarra,2.8,"Passeig de Gràcia, 4"
En Aparté,3.7,"Carrer de Lluís el Piadós, 2"
Mi Burrito y Yo,2.9,"Carrer del Pas de l'Ensenyança, 2"
Quillo,4.1,Carrer de Sant Pere Més Baix 77
Crustó,4.2,"Carrer de València, 246"
La Masia,4.2,"Carrer d'Elisabets, 16"
Forneria Tiana,4.7,"Carrer Ample, 15"
Super Naan,4.5,"Carrer de Ferran, 21"
La Valenciana,3.8,"Carrer d'Aribau, 16"
Cafeteria Mistral,4.2,"Carrer de Torres i Amat, 7"
La Gloria,2.0,"Vía Laietana, 29"
Bismillah Raval Kebabish,4.2,"Carrer de Joaquín Costa, 22"
Bell Amic,4.6,Gignas 25
Buen Bocado,4.4,"Carrer dels Escudellers, 31-58"
Starbucks,4.7,"La Rambla, 89"
Flax & Kale,4.2,"Passeig de Gràcia, 11"
Big Bang Bar,4.2,"Carrer Botella, 7"
Nevermind,4.5,"Carrer dels Tallers, 68"
Puglia in Tavola,4.3,"Carrer dels Escudellers, 41"
Cappukccino,2.2,"Via Laietana, 23"
Lupara,4.7,"Plaça de Santa Caterina, 2"
O'Barquiño,4.9,"Carrer de Príncep de Viana, 1"
Casa Colomina,4.0,"Carrer de Cucurulla, 2"
Ra,3.9,"Carrer del Carme, 31"
El Terrat del Do,4.0,"Plaza Reial, 1"
Sukaldari,2.3,"Ramblas, 87"
Udon,2.5,"Carrer de la Princesa, 23"
El Cocinero de Damasco,4.7,"Carrer dels Templers, 2"
Cátedra,3.7,"Via Laietana, 5"
Vegesana,4.4,"Carrer d'Aribau, 14"
Sushiya,3.9,"Carrer d'en Quintana, 4"
Mamainé,4.3,"Carrer del Rec, 59"
Gabriel,2.8,"Placeta del Pi, 5"
Macchina,4.3,"Carrer dels Escudellers, 47"
Plaça Vila de Madrid,5.0,"Plaça Vila de Madrid, s/n"
Piscolabis,3.4,"Rambla de Catalunya, 27"
Lal Qila,4.8,"Carrer de Roger de Llúria, 49"
La Terrassa Del D.O.,3.5,"Plaça Reial, 1"
El Tropezón,4.0,"Carrer del Regomir, 26"
Las Fritas,4.3,"Carrer de l'Argenteria, 70"
Clubhaus,5.0,"Avenida del Marquès de l'Argentera, 13"
Bodega Vasconia,4.0,"Carrer d'En Gignàs, 13"
365 Café,4.0,"Carrer dels Tallers, 71"
Romesco,3.9,"Carrer de Sant Pau, 28"
Txapela,2.7,"Passeig de Gràcia, 58"
Basílica de los Santos Mártires Justo y Pastor,4.8,"Carrer de Rere Sant Just, s/n"
L'ascensor,4.3,"Carrer de Bellafila, 3"
Bar del Convent,4.1,"Carrer del Comerç, 36"
La Viena Blanca,3.4,"Carrer del Pintor Fortuny, 10"
El Gran Cafè,3.3,"Carrer d'Avinyó, 9"
La Taberna de la Ronda,4.2,"Ronda de San Pere, 12"
Balmes 12,3.9,"Carrer de Balmes, 12"
La Italiana Rivali,4.0,"Carrer de Bonsuccés, 12"
Gipsy Lou,4.4,"Carrer de Ferlandina, 55"
La República,4.0,"Carrer de la Mercè, 13"
London Bar,4.3,"Carrer Nou de la Ramba, 34"
Bidasoa,4.7,"Carrer d'en Serra, 21"
Arcangelo,4.0,"Carrer Doctor Joaquim Pou, 2"
Betty Ford's,4.1,"Carrer de Joaquín Costa, 56"
National Burger,3.8,"Carrer Nou de la Rambla, 22"
Foxy Bar,3.9,"Carrer de la Riera Alta, 59"
Talisman,5.0,"Carrer de Trafalgar, 23"
Pita Inn,4.0,"Les Rambles, 121"
Ristaurante Italiano Pizzeria - La Perla Nera,3.8,"Vía Laietana, 32-34"
Casa Amatller,4.1,Passeig de Gràcia 41
Mesón Cinco Jotas,3.0,"Carrer Comtal, 3"
Chelo,4.1,"Plaça de Vicenç Martorell, 4"
Sabores De Portugal,4.8,"Carrer del Carme, 95"
Cafetería de El Corte Inglés,5.0,"Plaça de Catalunya, 14"
Restaurante Gloria,2.9,"Via Laietana, 29"
Funky Bakers,4.5,"Calle Vidrieria, 1"
Elephant,4.0,"Carrer de Pau Claris, 92"
Òsties Pedrín,3.2,"Carrer de Jerusalem, 30"
El Mos,3.7,"Carrer Comtal, 12"
Bar del Centro Gallego de Barcelona,5.0,"Rambla Caputxins, 35-37"
Refresca Tea,4.7,"Carrer dels Carders, 25"
Cachaca,4.2,"Carrer d'Ataülf, 5"
Joëls Oyster Bar,4.2,"Plaza Sant Josep Oriol, 13"
El Cafè de la Casa de les Lletres,4.2,"Plaça d'Antonio López, 6"
Indian Restaurant Chilli,3.4,"Carrer de Pau Claris, 77"
Carabela,4.0,"Pas de Sota Muralla, 3"
LaVietnamita,3.1,"Carrer del Comerç, 17"
La Cure Gourmande,3.6,"Carrer Ferrán, 14"
OIZY,4.4,"Carrer dels Escudellers, 30"
Las Cuatro Encinas,4.2,"Calle Casp, 28"
Natur Ice,4.8,"Carrer de Llibreteria, 14"
Nervión,2.9,"Carrer de la Princesa, 2"
Paspartú,4.8,"Carrer de les Basses de Sant Pere, 12-14"
Plaça del Rei,4.0,Plaça del Rei
Marsella,4.1,"Carrer de Sant Pau, 65"
El Born Centre Cultural,4.0,"Plaça Comercial, 12"
COAC Restaurant,3.5,"Plaça Nova, 5"
La Hacienda,3.2,"Carrer Rec, 69"
Falafel Vegano,4.0,"Plaça de Sant Galdric, 96"
Wok Dao,3.6,"Carrer de Villarroel, 1"
Puglia Mia,5.0,"Carrer de Sant Pere Més Baix, 51"
Taco Alto,4.6,"Ronda de la Universitat, 12"
Nappuccino,4.7,"Carrer de Muntaner, 22"
La Informal,4.2,"Rambla del Raval, 32"
FrescCo,4.0,"Carrer de Casp,  30"
Pesca Salada,4.7,"Carrer de la Cera, 32"
Bocatta,3.5,"Carrer Boters, 6"
Tapes,5.0,"Carrer Ample, 46"
Sweetaly,5.0,"Ronda de Sant Pau, 39"
First Bar,4.4,"Carrer d'en Rauric, 9"
Eslice Pizza,3.8,"La Rambla, 91"
Negroni,4.1,"Carrer de Joaquín Costa, 46"
Plaça Sant Jaume,4.3,"Place de Sant Jaume, s/n"
Rajah,3.9,"Carrer Nou de la Rambla, 3"
365 Cafe,4.8,"Carrer Nou de la Rambla, 46"
Epicerie,4.5,"Carrer Pau Claris, 145"
El Magraner Boig,4.2,"Carrer d'En Robador, 22"
Five Guys,4.2,"Plaça de Catalunya, 1-4"
Pita Inn,4.3,"Rambla de Sant Josep, 85"
Burger King,3.5,"Rambla de Catalunya, 5"
Mussol,3.3,"Carrer d'Aragó, 261"
Ocaña Apotheke,4.3,"Plaça Reial, 13"
Starbucks,3.1,"Rambla de Catalunya, 10"
Nubar,4.5,"Passeig de Gràcia, 53"
Brasserie Flo,2.9,"Carrer Jonqueres, 10"
Carabassa,4.7,"Carrer d'en Carabassa, 19"
Cerveceria Baviera,2.0,"La Rambla, 127"
Kapadokya,4.1,"Carrer de la Fusteria, 6-8"
Brusi,4.0,"Carrer de la Llibreteria, 23"
Barrachina,4.8,"Carrer Jerusalem, 30"
Bocatta,2.5,Calle Condal 32
Calders,3.9,"Carrer del Parlament, 25"
El Bombón,4.3,"Carrer de La Mercè, 13"
Aguita,5.0,"Carrer de la Volta d'en Colomines, 2"
Comerç 24,4.1,"Carrer del Comerç, 24"
Bendito Pecado,4.7,"Carrer del Comerç, 8"
McDonalds,2.3,"Carrer Pelai, 62"
Zurich,2.9,"Plaça de Catalunya, 1"
McDonald's,3.5,"Passeig de Gràcia, 48"
Centre Excursionista de Catalunya,4.3,"Carrer del Paradís, 10"
The Market Spot,5.0,"La Rambla, 98"
Koku Kitchen Buns,3.5,"Carrer del Comerç, 29"
Hush Hush,4.5,"Carrer de Fonollar, 4"
Shalimar,4.2,"Carrer del Carme, 71"
Maharajá,3.6,"Rambla del Raval, 14"
Rodilla,3.0,"Via Laietana, 54"
Milans Cocktail Bar,5.0,"Carrer Milans, 7"
Contempo,4.2,Plaça de CataluÑa
LomoAlto&LomoBajo,3.4,"Carrer de Aragó, 285"
Pasta Fiore,4.0,"Rambla de Canaletes, 125"
365 Café,4.4,"Carrer del Carme, 38"
Bracafé,3.7,"Ronda de la Universitat, 35"
Ruma's,5.0,"Ronda de la Universitat, 10"
Museu Moto,3.5,"Carrer de la Palla, 10"
We Bistrot,4.0,"Ronda de Sant Pere, 70"
Xampú Xampany,4.1,"Gran Vía de Les Corts Catalanes, 702"
Mundial,3.7,"Plaça de Sant Agusti Vell, 1"
Divinus,3.8,"Ronda de la Universitat, 33"
Porteno Bar,4.7,"Carrer dels Carders, 32"
SandwiChez,4.2,"Ronda Sant Antoni, 35"
Un Gelato Per Te,5.0,"Plaça de Sant Felip Neri, 1"
Subway,2.0,"La Rambla, 130"
Guixot,3.9,"Carrer de la Riereta, 8"
Wer-Haus,4.7,"Carrer d'Aragò, 287"
Ginos,2.7,"Via Laietana, 71"
Forn Boix,4.3,"Carrer de  Xuclà, 23"
Erotic Museum 69,4.4,"La Rambla, 69"
Tobogan,2.3,"Plaça Reial, 10"
Trobador,2.7,"Carrer de Ferran, 46"
Cafe Costodoro,5.0,
Txakolin,4.0,"Av. del Marques de l'Argentera, 19"
The Good Burger,3.4,"Ronda de la Universitat, 13"
Bodega Vidrios y Cristales,4.4,"Passeig d'Isabel II, 6"
Maximum,3.6,"La Rambla, 78"
Lukumas,5.0,"Carrer de Valldonzella, 36"
Acoma,3.5,"Carrer de la Boqueria, 21"
Blitz,4.0,"Plaza Urquinaona, 8"
Shenanigans,4.8,"Carrer del Marquès de Barberà, 11"
Oishii Ramen Street,3.3,"Ronda de Sant Pere, 26"
Eroica Caffè,5.0,"Carrer del Consell de Cent, 350"
König Barcelona Born,2.8,"Carrer de la Fusina, 3"
Habibi,3.2,Ramblas 75
Mesón Jesús,3.5,"Carrer dels Cecs de la Boqueria, 4"
Frankie Gallo Cha Cha,4.3,"Carrer del Marquès de Barberà, 15"
Absenta 1893,4.3,"Carrer de I'Hospital, 75"
Canta y No Llores,4.6,"Carrer de la Princesa, 53"
